"timestamp","location-long","location-lat"
2014-10-17 08:44:15.999,-7.57878589778651e-05,TRUE
2014-10-17 08:44:15.999,-7.58005314282669e-05,TRUE
2014-10-17 08:44:15.999,-7.57837325182671e-05,TRUE
2014-10-17 08:44:15.999,-7.58078007676235e-05,TRUE
2014-10-17 08:44:15.999,-7.58092650398935e-05,TRUE
2014-10-17 08:44:15.999,-7.57861082835411e-05,TRUE
2014-10-17 08:44:15.999,-7.57949163790581e-05,TRUE
2014-10-17 08:44:15.999,-7.57729970858712e-05,TRUE
2014-10-17 08:44:15.999,-7.58046773828481e-05,TRUE
2014-10-17 08:44:15.999,-7.58082829519344e-05,TRUE
2014-10-17 08:44:15.999,-7.57872988987202e-05,TRUE
2014-10-17 08:44:15.999,-7.5772762609759e-05,TRUE
2014-10-17 08:44:15.999,-7.5800747490806e-05,TRUE
2014-10-17 08:44:15.999,-7.57864520400744e-05,TRUE
2014-10-17 08:44:15.999,-7.57827930699258e-05,TRUE
2014-10-17 08:44:15.999,-7.5797417472053e-05,TRUE
2014-10-17 08:59:18.999,-7.57886883064577e-05,TRUE
2014-10-17 08:59:18.999,-7.57958188969789e-05,TRUE
2014-10-17 08:59:18.999,-7.57911736646521e-05,TRUE
2014-10-17 08:59:18.999,-7.57818280540031e-05,TRUE
2014-10-17 08:59:18.999,-7.5789391333584e-05,TRUE
2014-10-17 08:59:18.999,-7.57844929357139e-05,TRUE
2014-10-17 08:59:18.999,-7.57786712821773e-05,TRUE
2014-10-17 08:59:18.999,-7.5792359922851e-05,TRUE
2014-10-17 08:59:18.999,-7.57821503327626e-05,TRUE
2014-10-17 08:59:18.999,-7.57753520301607e-05,TRUE
2014-10-17 08:59:18.999,-7.57998249040531e-05,TRUE
2014-10-17 08:59:18.999,-7.57905224295147e-05,TRUE
2014-10-17 08:59:18.999,-7.57906792343751e-05,TRUE
2014-10-17 08:59:18.999,-7.57931805616671e-05,TRUE
2014-10-17 08:59:18.999,-7.57899073693686e-05,TRUE
2014-10-17 08:59:18.999,-7.58064136635422e-05,TRUE
2014-10-17 09:18:04.999,-7.57905918964053e-05,TRUE
2014-10-17 09:18:04.999,-7.5775106001692e-05,TRUE
2014-10-17 09:18:04.999,-7.5780574786656e-05,TRUE
2014-10-17 09:18:04.999,-7.5764916386784e-05,TRUE
2014-10-17 09:18:04.999,-7.57933690587346e-05,TRUE
2014-10-17 09:18:04.999,-7.57691116503666e-05,TRUE
2014-10-17 09:18:04.999,-7.58018767245581e-05,TRUE
2014-10-17 09:18:04.999,-7.57838413305592e-05,TRUE
2014-10-17 09:18:04.999,-7.57611668231283e-05,TRUE
2014-10-17 09:18:04.999,-7.57798443064071e-05,TRUE
2014-10-17 09:18:04.999,-7.58047578860847e-05,TRUE
2014-10-17 09:18:04.999,-7.57788383097773e-05,TRUE
2014-10-17 09:18:04.999,-7.57794611688553e-05,TRUE
2014-10-17 09:18:04.999,-7.57865951382644e-05,TRUE
2014-10-17 09:18:04.999,-7.57939138921251e-05,TRUE
2014-10-17 09:18:04.999,-7.58002861918104e-05,TRUE
2014-10-17 09:33:09.999,-7.57853967000982e-05,TRUE
2014-10-17 09:33:09.999,-7.57907313085587e-05,TRUE
2014-10-17 09:33:09.999,-7.57971694964382e-05,TRUE
2014-10-17 09:33:09.999,-7.57957651860517e-05,TRUE
2014-10-17 09:33:09.999,-7.57729170884333e-05,TRUE
2014-10-17 09:33:09.999,-7.57773888711434e-05,TRUE
2014-10-17 09:33:09.999,-7.57915927730496e-05,TRUE
2014-10-17 09:33:09.999,-7.57759268059961e-05,TRUE
2014-10-17 09:33:09.999,-7.57984343483313e-05,TRUE
2014-10-17 09:33:09.999,-7.57975254165044e-05,TRUE
2014-10-17 09:33:09.999,-7.57927214751263e-05,TRUE
2014-10-17 09:33:09.999,-7.5788921894356e-05,TRUE
2014-10-17 09:33:09.999,-7.57913183359469e-05,TRUE
2014-10-17 09:33:09.999,-7.5784289597628e-05,TRUE
