"location.long","location.lat","timestamp","burst_","step_id_","case_","x1_","y1_","x2_","y2_","t1_","t2_","dt_","sl_","ta_","individual.local.identifier","utm.northing","x2_.1"
-8.5052075168073,TRUE,"2014-04-13 15:15:35",2,32,FALSE,4968050.60204853,-1185108.85927403,4968050.68923215,-1185134.55131188,"2014-04-13 15:15:35","2014-04-13 15:35:53",20.3,0.291984572310002,13.8339522283628,"B3",-1185134.55131188,-1.31548426804146
-8.50520792201927,TRUE,"2014-04-14 09:09:24",4,44,FALSE,4967632.32783163,-1185062.71188309,4967673.12620079,-1185091.309684,"2014-04-14 09:09:24","2014-04-14 09:25:37",16.2166666666667,48.4265006721342,-25.7016669125643,"B3",-1185091.309684,-1.31822963675468
-8.50520854845742,TRUE,"2014-04-16 15:27:19",12,133,FALSE,4967861.66721294,-1184967.94363025,4967896.63694231,-1185117.02870388,"2014-04-16 15:27:19","2014-04-16 15:42:44",15.4166666666667,58.6008576146347,118.449162208348,"B3",-1185117.02870388,-1.31660431493777
-8.50520944583999,TRUE,"2014-04-17 08:55:54",14,146,FALSE,4967787.62693844,-1185691.15711422,4967863.2423094,-1185113.32463859,"2014-04-17 08:55:54","2014-04-17 09:17:39",21.75,249.357959832473,-42.7195920088177,"B3",-1185113.32463859,-1.31684703721077
-8.50520950451087,TRUE,"2014-04-17 13:06:58",16,155,FALSE,4967978.61247497,-1185166.80419112,4968012.64393145,-1185130.46634396,"2014-04-17 13:06:58","2014-04-17 13:22:26",15.4666666666667,36.7013628648482,19.2333431759914,"B3",-1185130.46634396,-1.31576067769089
-8.50520952975052,TRUE,"2014-04-16 13:22:50",12,125,FALSE,4967953.98559,-1185131.2256113,4967978.4856573,-1185126.55251954,"2014-04-16 13:22:50","2014-04-16 13:38:35",15.75,24.8953734595093,-150.618004660021,"B3",-1185126.55251954,-1.31600905052311
-8.50521273490074,TRUE,"2014-04-13 08:30:20",1,9,FALSE,4968320.26347973,-1185214.24769954,4968379.59571455,-1185173.00367998,"2014-04-13 08:30:20","2014-04-13 08:45:48",15.4666666666667,59.7516715078645,-6.40174240405997,"B3",-1185173.00367998,-1.3130921310178
-8.50521333791064,TRUE,"2014-04-16 12:04:39",12,120,FALSE,4967633.08559592,-1185125.36058421,4967438.33042584,-1185065.14382582,"2014-04-16 12:04:39","2014-04-16 12:20:34",15.9166666666667,197.737137155265,135.262372096919,"B3",-1185065.14382582,-1.31993635733327
-8.50521372540541,TRUE,"2014-04-13 12:40:40",1,25,FALSE,4968371.49863103,-1185031.17000289,4968359.88073555,-1185170.88113013,"2014-04-13 12:40:40","2014-04-13 12:56:21",15.6833333333333,80.4693995857636,86.2489150663988,"B3",-1185170.88113013,-1.31323536588071
-8.5052196660227,TRUE,"2014-04-16 14:09:22",12,128,FALSE,4967952.03569092,-1185138.55711691,4967952.92355919,-1185125.03970501,"2014-04-16 14:09:22","2014-04-16 14:24:47",15.4166666666667,6.31655350729552,57.9784349248579,"B3",-1185125.03970501,-1.31619375355846
-8.50522186040264,TRUE,"2014-04-13 07:44:24",1,6,FALSE,4967953.22618161,-1185165.85193117,4968085.66028816,-1185140.56953477,"2014-04-13 07:44:24","2014-04-13 07:59:42",15.3,133.972785138453,-62.6801490147939,"B3",-1185140.56953477,-1.31522833160914
-8.50522424063702,TRUE,"2014-04-17 14:56:07",16,162,FALSE,4967941.45851614,-1185077.72490303,4967966.81970612,-1185127.27360803,"2014-04-17 14:56:07","2014-04-17 15:12:27",16.3333333333333,25.8295844529368,-81.490678269409,"B3",-1185127.27360803,-1.31609218290664
-8.50522444551149,TRUE,"2014-04-17 13:06:58",16,155,FALSE,4967978.61247497,-1185166.80419112,4967948.69529726,-1185125.22374673,"2014-04-17 13:06:58","2014-04-17 13:22:26",15.4666666666667,35.43250959027,-41.4061637636868,"B3",-1185125.22374673,-1.31622394814843
-8.50522518117398,TRUE,"2014-04-16 11:33:38",12,118,FALSE,4967591.43322579,-1185149.54799098,4967436.0062334,-1185066.53483727,"2014-04-16 11:33:38","2014-04-16 11:49:09",15.5166666666667,166.137631162642,-85.1840371787598,"B3",-1185066.53483727,-1.31995189402544
-8.50522758412677,TRUE,"2014-04-13 15:51:25",2,34,FALSE,4967840.7331218,-1185080.02885672,4967971.36326302,-1185128.26263269,"2014-04-13 15:51:25","2014-04-13 16:06:52",15.45,153.494205666731,101.083793178129,"B3",-1185128.26263269,-1.31605876000521
-8.5052279539907,TRUE,"2014-04-13 07:59:42",1,7,FALSE,4968055.79730472,-1185160.81588214,4968090.57969746,-1185141.98659925,"2014-04-13 07:59:42","2014-04-13 08:14:56",15.2333333333333,53.9256572097956,-43.1125324504984,"B3",-1185141.98659925,-1.315191859323
-8.50522878305762,TRUE,"2014-04-13 08:30:20",1,9,FALSE,4968320.26347973,-1185214.24769954,4968295.83245917,-1185165.6428271,"2014-04-13 08:30:20","2014-04-13 08:45:48",15.4666666666667,24.4327828884945,40.8286936364873,"B3",-1185165.6428271,-1.31369933237872
-8.50522915928837,TRUE,"2014-04-14 13:49:06",5,58,FALSE,4967750.02854387,-1185065.42771355,4967830.90682689,-1185112.37556066,"2014-04-14 13:49:06","2014-04-14 14:05:02",15.9333333333333,92.0742507314249,-119.878807194716,"B3",-1185112.37556066,-1.31707989120549
-8.50523032643239,TRUE,"2014-04-14 12:46:33",5,54,FALSE,4967473.67624312,-1184944.45552197,4967518.48702907,-1185076.71277226,"2014-04-14 12:46:33","2014-04-14 13:02:09",15.6,84.6160626128257,-19.8622495168841,"B3",-1185076.71277226,-1.31935152843322
-8.50523043622677,TRUE,"2014-04-16 13:07:25",12,124,FALSE,4967906.68515593,-1185094.17333705,4967934.83748726,-1185124.47298608,"2014-04-16 13:07:25","2014-04-16 13:22:50",15.4166666666667,28.9508498447947,-81.4459961559705,"B3",-1185124.47298608,-1.31632402311326
-8.50523877115808,TRUE,"2014-04-14 10:09:00",5,45,FALSE,4967503.40233187,-1185083.75453732,4967749.49700193,-1185104.38502624,"2014-04-14 10:09:00","2014-04-14 10:32:28",23.4666666666667,247.070087391855,-125.752594143236,"B3",-1185104.38502624,-1.31767075213712
-8.50523908731306,TRUE,"2014-04-16 13:22:50",12,125,FALSE,4967953.98559,-1185131.2256113,4967955.70441616,-1185128.07685203,"2014-04-16 13:22:50","2014-04-16 13:38:35",15.75,3.36640041936355,-30.3809926750371,"B3",-1185128.07685203,-1.3161712956969
-8.50523913501912,TRUE,"2014-04-17 12:36:08",16,153,FALSE,4968015.85433562,-1185184.64861332,4968082.66834383,-1185142.64421546,"2014-04-17 12:36:08","2014-04-17 12:51:34",15.4333333333333,80.4821849044884,88.5559755718348,"B3",-1185142.64421546,-1.31524809675827
-8.50524113499021,TRUE,"2014-04-16 15:58:11",12,135,FALSE,4967851.07829759,-1185203.67851896,4967844.74963624,-1185115.63914623,"2014-04-16 15:58:11","2014-04-16 16:13:34",15.3833333333333,72.5613859847836,-80.0232836757756,"B3",-1185115.63914623,-1.31697785470761
-8.50524684991464,TRUE,"2014-04-17 14:24:36",16,160,FALSE,4967923.32390616,-1184995.30866757,4967844.94538053,-1185116.46145495,"2014-04-17 14:24:36","2014-04-17 14:40:05",15.4833333333333,109.423695195714,-58.9179276039392,"B3",-1185116.46145495,-1.3169757730417
-8.50524976631499,TRUE,"2014-04-16 12:36:12",12,122,FALSE,4967747.72769488,-1185047.81348131,4967859.70300303,-1185118.56202,"2014-04-16 12:36:12","2014-04-16 12:51:54",15.7,114.779018859634,12.3448886467317,"B3",-1185118.56202,-1.31686812825958
-8.50525108483386,TRUE,"2014-04-14 14:52:26",5,62,FALSE,4967883.08209575,-1185128.69023678,4967936.5855048,-1185127.56345666,"2014-04-14 14:52:26","2014-04-14 15:07:57",15.5166666666667,62.3581490429013,-63.3712825278049,"B3",-1185127.56345666,-1.31630893398905
-8.50525115178036,TRUE,"2014-04-16 14:09:22",12,128,FALSE,4967952.03569092,-1185138.55711691,4967953.34650189,-1185129.49500395,"2014-04-16 14:09:22","2014-04-16 14:24:47",15.4166666666667,2.22552961572447,-49.3244925491899,"B3",-1185129.49500395,-1.3161870511152
-8.50525138570775,TRUE,"2014-04-16 13:53:56",12,127,FALSE,4967968.301116,-1185144.90377972,4968070.32963404,-1185142.94379097,"2014-04-16 13:53:56","2014-04-16 14:09:22",15.4333333333333,102.122776126757,-169.688971418495,"B3",-1185142.94379097,-1.31533640351303
-8.505252013,TRUE,"2014-04-14 15:23:38",5,64,TRUE,4967915.51595211,-1185165.44534993,4967957.32951906,-1185130.07232153,"2014-04-14 15:23:38","2014-04-14 15:39:13",15.5833333333333,54.7690070081017,133.714675695978,"B3",-1185130.07232153,-1.31615798999997
-8.505252013,TRUE,"2014-04-17 14:56:07",16,162,TRUE,4967941.45851614,-1185077.72490303,4967975.62325678,-1185132.17028814,"2014-04-17 14:56:07","2014-04-17 15:12:27",16.3333333333333,64.2772533444918,48.7926114258795,"B3",-1185132.17028814,-1.31602496999997
-8.50525397092911,TRUE,"2014-04-13 15:15:35",2,32,FALSE,4968050.60204853,-1185108.85927403,4967855.5280724,-1185118.67172216,"2014-04-13 15:15:35","2014-04-13 15:35:53",20.3,195.742037770351,-66.056088484549,"B3",-1185118.67172216,-1.31689800155764
-8.50525596875428,TRUE,"2014-04-14 10:09:00",5,45,FALSE,4967503.40233187,-1185083.75453732,4967479.0905857,-1185075.78404117,"2014-04-14 10:09:00","2014-04-14 10:32:28",23.4666666666667,25.2096727016226,-72.524331646634,"B3",-1185075.78404117,-1.31963505215362
-8.5052567568773,TRUE,"2014-04-14 13:17:46",5,56,FALSE,4967696.31257845,-1185064.86385824,4967649.13020064,-1185095.39280225,"2014-04-14 13:17:46","2014-04-14 13:33:24",15.6333333333333,48.6335835296881,22.2360533430478,"B3",-1185095.39280225,-1.31839849952805
-8.50525703033239,TRUE,"2014-04-14 13:33:24",5,57,FALSE,4967768.14912778,-1185083.60091219,4967713.77993282,-1185102.84469563,"2014-04-14 13:33:24","2014-04-14 13:49:06",15.7,66.0003023399064,-172.184832150629,"B3",-1185102.84469563,-1.31792836544171
-8.50525889430273,TRUE,"2014-04-16 12:36:12",12,122,FALSE,4967747.72769488,-1185047.81348131,4967772.95227844,-1185109.89119556,"2014-04-16 12:36:12","2014-04-16 12:51:54",15.7,30.1655656361149,-0.580470776056075,"B3",-1185109.89119556,-1.31749787958488
-8.50526030326462,TRUE,"2014-04-15 09:56:56",7,85,FALSE,4967588.04362313,-1185119.63236634,4967622.90413823,-1185092.88174156,"2014-04-15 09:56:56","2014-04-15 10:12:36",15.6666666666667,36.6103023398985,112.786914539334,"B3",-1185092.88174156,-1.31858879547453
-8.505262993,TRUE,"2014-04-16 13:07:25",12,124,TRUE,4967906.68515593,-1185094.17333705,4967953.98559,-1185131.2256113,"2014-04-16 13:07:25","2014-04-16 13:22:50",15.4166666666667,60.0858270536475,-37.6925857414232,"B3",-1185131.2256113,-1.31618103999999
-8.505267016,TRUE,"2014-04-16 14:09:22",12,128,TRUE,4967952.03569092,-1185138.55711691,4967949.66817482,-1185131.29354688,"2014-04-16 14:09:22","2014-04-16 14:24:47",15.4166666666667,7.64029244924037,-50.6315337571841,"B3",-1185131.29354688,-1.31621196999998
-8.50526757720573,TRUE,"2014-04-16 12:36:12",12,122,FALSE,4967747.72769488,-1185047.81348131,4967585.88213303,-1185089.65441261,"2014-04-16 12:36:12","2014-04-16 12:51:54",15.7,161.887700242621,3.11877575987573,"B3",-1185089.65441261,-1.31885716621922
-8.505269028,TRUE,"2014-04-16 13:22:50",12,125,TRUE,4967953.98559,-1185131.2256113,4967944.40343642,-1185130.97137935,"2014-04-16 13:22:50","2014-04-16 13:38:35",15.75,9.58589937128133,-143.446821892855,"B3",-1185130.97137935,-1.31625001999998
-8.50526914464394,TRUE,"2014-04-17 13:06:58",16,155,FALSE,4967978.61247497,-1185166.80419112,4968024.21686797,-1185140.14094933,"2014-04-17 13:06:58","2014-04-17 13:22:26",15.4666666666667,45.7854405085852,75.4871828704561,"B3",-1185140.14094933,-1.31566965682017
-8.50527029504752,TRUE,"2014-04-17 14:56:07",16,162,FALSE,4967941.45851614,-1185077.72490303,4967937.55568797,-1185130.36340564,"2014-04-17 14:56:07","2014-04-17 15:12:27",16.3333333333333,4.30080133954579,-3.57517785377752,"B3",-1185130.36340564,-1.31629966647202
-8.50527409917396,TRUE,"2014-04-16 14:09:22",12,128,FALSE,4967952.03569092,-1185138.55711691,4968461.33419328,-1185190.96778192,"2014-04-16 14:09:22","2014-04-16 14:24:47",15.4166666666667,512.782584368354,25.0161035801391,"B3",-1185190.96778192,-1.31249073768851
-8.50527562627298,TRUE,"2014-04-13 08:30:20",1,9,FALSE,4968320.26347973,-1185214.24769954,4968356.59466662,-1185179.16832628,"2014-04-13 08:30:20","2014-04-13 08:45:48",15.4666666666667,38.665775844409,93.8985053133289,"B3",-1185179.16832628,-1.31325212754991
-8.50527712376932,TRUE,"2014-04-13 07:44:24",1,6,FALSE,4967953.22618161,-1185165.85193117,4967923.94816962,-1185129.75863212,"2014-04-13 07:44:24","2014-04-13 07:59:42",15.3,42.6820192250749,-47.9387686139721,"B3",-1185129.75863212,-1.3163978250586
-8.5052776886082,TRUE,"2014-04-16 11:33:38",12,118,FALSE,4967591.43322579,-1185149.54799098,4967569.41634364,-1185089.18142349,"2014-04-16 11:33:38","2014-04-16 11:49:09",15.5166666666667,42.2333237663065,-54.4294797805084,"B3",-1185089.18142349,-1.31897573418701
-8.50527773675622,TRUE,"2014-04-14 15:39:13",5,65,FALSE,4967957.32951906,-1185130.07232153,4967943.50402885,-1185132.08712355,"2014-04-14 15:39:13","2014-04-14 15:54:47",15.5666666666667,68.8767560796505,-23.3598439614065,"B3",-1185132.08712355,-1.3162555566842
-8.505277997,TRUE,"2014-04-14 14:21:27",5,60,TRUE,4967759.48868271,-1185080.08558958,4967829.42780539,-1185119.04126766,"2014-04-14 14:21:27","2014-04-14 14:36:56",15.4833333333333,80.0567403945065,56.6113153766253,"B3",-1185119.04126766,-1.31708501999998
-8.50527894532124,TRUE,"2014-04-16 14:09:22",12,128,FALSE,4967952.03569092,-1185138.55711691,4967835.80393172,-1185119.90519944,"2014-04-16 14:09:22","2014-04-16 14:24:47",15.4166666666667,116.788339762046,-72.3542989440708,"B3",-1185119.90519944,-1.31703854719459
-8.50527929741346,TRUE,"2014-04-17 12:20:41",16,152,FALSE,4968020.78571339,-1185207.32813308,4967856.75134608,-1185122.356706,"2014-04-17 12:20:41","2014-04-17 12:36:08",15.45,175.463829251123,84.4600738756628,"B3",-1185122.356706,-1.31688618914389
-8.5052811837669,TRUE,"2014-04-16 13:53:56",12,127,FALSE,4967968.301116,-1185144.90377972,4967944.3322608,-1185132.66455531,"2014-04-16 13:53:56","2014-04-16 14:09:22",15.4333333333333,24.6825505462669,166.263348796139,"B3",-1185132.66455531,-1.31624913722622
-8.50528194113887,TRUE,"2014-04-17 10:00:21",15,147,FALSE,4967963.81606227,-1185081.96637493,4968041.37380977,-1185143.89961714,"2014-04-17 10:00:21","2014-04-17 10:16:03",15.7,166.204652443036,-19.93486421917,"B3",-1185143.89961714,-1.31554342943876
-8.50528244147102,TRUE,"2014-04-13 14:12:28",2,28,FALSE,4968416.67099059,-1184943.40991283,4968145.59204267,-1185155.92206944,"2014-04-13 14:12:28","2014-04-13 14:28:14",15.7666666666667,310.395164278118,-34.0487300013264,"B3",-1185155.92206944,-1.3147855742926
-8.50528547401858,TRUE,"2014-04-13 15:15:35",2,32,FALSE,4968050.60204853,-1185108.85927403,4968044.85307752,-1185144.79310867,"2014-04-13 15:15:35","2014-04-13 15:35:53",20.3,11.5028113540004,-178.023339319128,"B3",-1185144.79310867,-1.315517723682
-8.50528776869163,TRUE,"2014-04-14 15:23:38",5,64,FALSE,4967915.51595211,-1185165.44534993,4967912.71064517,-1185129.95977415,"2014-04-14 15:23:38","2014-04-14 15:39:13",15.5833333333333,2.80756369531928,116.198830234356,"B3",-1185129.95977415,-1.31647831103685
-8.5052880386503,TRUE,"2014-04-16 11:49:09",12,119,FALSE,4967603.84636088,-1185125.22182494,4967933.93767849,-1185132.43190416,"2014-04-16 11:49:09","2014-04-16 12:04:39",15.5,330.167050947302,-62.8532721099618,"B3",-1185132.43190416,-1.31632393030959
-8.50528810353754,TRUE,"2014-04-13 11:53:27",1,22,FALSE,4968417.48138112,-1185051.83573169,4968414.83331989,-1185187.59444119,"2014-04-13 11:53:27","2014-04-13 12:09:12",15.75,150.413127523216,117.79211834663,"B3",-1185187.59444119,-1.31282723324538
-8.50528904975766,TRUE,"2014-04-16 12:51:54",12,123,FALSE,4967782.35378031,-1185093.34786656,4967661.14295163,-1185101.28996966,"2014-04-16 12:51:54","2014-04-16 13:07:25",15.5166666666667,121.419567820592,103.731203087781,"B3",-1185101.28996966,-1.31830742842692
-8.50528974939631,TRUE,"2014-04-16 13:22:50",12,125,FALSE,4967953.98559,-1185131.2256113,4967946.71274782,-1185134.13641235,"2014-04-16 13:22:50","2014-04-16 13:38:35",15.75,7.93168754203243,-71.8461651878071,"B3",-1185134.13641235,-1.31623084111536
-8.50529098899999,TRUE,"2014-04-14 10:09:00",5,45,TRUE,4967503.40233187,-1185083.75453732,4967494.50086967,-1185082.45236898,"2014-04-14 10:09:00","2014-04-14 10:32:28",23.4666666666667,8.99638680036375,160.099865562507,"B3",-1185082.45236898,-1.31951895999998
-8.50529316551508,TRUE,"2014-04-14 13:49:06",5,58,FALSE,4967750.02854387,-1185065.42771355,4967745.86660216,-1185111.58167086,"2014-04-14 13:49:06","2014-04-14 14:05:02",15.9333333333333,43.410298413203,-177.596006941686,"B3",-1185111.58167086,-1.31769088476965
-8.50529476622946,TRUE,"2014-04-17 14:56:07",16,162,FALSE,4967941.45851614,-1185077.72490303,4967940.43660185,-1185134.1188139,"2014-04-17 14:56:07","2014-04-17 15:12:27",16.3333333333333,2.20024122772442,148.742631291877,"B3",-1185134.1188139,-1.31627589928613
-8.50529569264767,TRUE,"2014-04-16 13:07:25",12,124,FALSE,4967906.68515593,-1185094.17333705,4967916.0672926,-1185131.45376345,"2014-04-16 13:07:25","2014-04-16 13:22:50",15.4166666666667,9.38491032791935,-6.30749823332604,"B3",-1185131.45376345,-1.31645299077197
-8.50529863740453,TRUE,"2014-04-16 10:16:48",12,113,FALSE,4967838.61095643,-1185113.10253862,4967788.75591569,-1185117.26592016,"2014-04-16 10:16:48","2014-04-16 10:32:12",15.4,53.2555563997674,-21.6318600293059,"B3",-1185117.26592016,-1.31737838585493
-8.50529990490188,TRUE,"2014-04-15 09:56:56",7,85,FALSE,4967588.04362313,-1185119.63236634,4967670.54806654,-1185103.88774868,"2014-04-15 09:56:56","2014-04-15 10:12:36",15.6666666666667,85.4361381509657,169.383277122838,"B3",-1185103.88774868,-1.31823778832592
-8.505300041,TRUE,"2014-04-13 15:15:35",2,32,TRUE,4968050.60204853,-1185108.85927403,4967940.20028337,-1185134.82997657,"2014-04-13 15:15:35","2014-04-13 15:35:53",20.3,113.415311669931,2.7179083749929,"B3",-1185134.82997657,-1.31627700999998
-8.50530042386622,TRUE,"2014-04-17 12:51:34",16,154,FALSE,4968017.61577721,-1185187.51369723,4967992.16079557,-1185140.8425448,"2014-04-17 12:51:34","2014-04-17 13:06:58",15.4,36.3588114502708,146.859602772441,"B3",-1185140.8425448,-1.31589914321948
-8.50530057886375,TRUE,"2014-04-16 10:16:48",12,113,FALSE,4967838.61095643,-1185113.10253862,4967816.09920998,-1185120.67331776,"2014-04-16 10:16:48","2014-04-16 10:32:12",15.4,31.5693835425152,-33.7806158344786,"B3",-1185120.67331776,-1.31717933675624
-8.50530072684938,TRUE,"2014-04-16 08:24:57",11,110,FALSE,4967952.94836481,-1185176.73021707,4967892.20683689,-1185129.42201431,"2014-04-16 08:24:57","2014-04-16 08:40:39",15.7,63.2238892973285,59.9714104998652,"B3",-1185129.42201431,-1.31662590938117
-8.50530159741774,TRUE,"2014-04-14 14:36:56",5,61,FALSE,4967829.42780539,-1185119.04126766,4967756.19502476,-1185113.94621503,"2014-04-14 14:36:56","2014-04-14 14:52:26",15.5,74.7022512100473,-110.154417820493,"B3",-1185113.94621503,-1.31761481049515
-8.505302975,TRUE,"2014-04-14 14:36:56",5,61,TRUE,4967829.42780539,-1185119.04126766,4967883.08209575,-1185128.69023678,"2014-04-14 14:36:56","2014-04-14 14:52:26",15.5,54.5154803138124,18.9226806242912,"B3",-1185128.69023678,-1.31669199999999
-8.50530426939983,TRUE,"2014-04-14 08:53:57",4,43,FALSE,4967824.95728917,-1185041.40701496,4967833.12206845,-1185123.1420024,"2014-04-14 08:53:57","2014-04-14 09:09:24",15.45,60.9792008839266,-7.71968380612998,"B3",-1185123.1420024,-1.31705513097848
-8.50530861623871,TRUE,"2014-04-16 13:53:56",12,127,FALSE,4967968.301116,-1185144.90377972,4967969.70439248,-1185139.41378863,"2014-04-16 13:53:56","2014-04-16 14:09:22",15.4333333333333,1.64410198326302,62.2837635687021,"B3",-1185139.41378863,-1.31606148744059
-8.50530887626309,TRUE,"2014-04-16 12:36:12",12,122,FALSE,4967747.72769488,-1185047.81348131,4967724.14876993,-1185111.29001234,"2014-04-16 12:36:12","2014-04-16 12:51:54",15.7,29.6291460692525,-77.8893503552471,"B3",-1185111.29001234,-1.31784699617994
-8.50531066462721,TRUE,"2014-04-17 12:51:34",16,154,FALSE,4968017.61577721,-1185187.51369723,4967987.2075963,-1185141.70781175,"2014-04-17 12:51:34","2014-04-17 13:06:58",15.4,39.4269669580067,-135.778472558677,"B3",-1185141.70781175,-1.31593397981883
-8.50531563343172,TRUE,"2014-04-14 12:46:33",5,54,FALSE,4967473.67624312,-1184944.45552197,4967358.46607547,-1185070.30281868,"2014-04-14 12:46:33","2014-04-14 13:02:09",15.6,132.461968838564,85.3390815104799,"B3",-1185070.30281868,-1.32050532616944
-8.505316973,TRUE,"2014-04-16 13:53:56",12,127,TRUE,4967968.301116,-1185144.90377972,4967952.03569092,-1185138.55711691,"2014-04-16 13:53:56","2014-04-16 14:09:22",15.4333333333333,17.4605462304526,-171.073124540102,"B3",-1185138.55711691,-1.316189
-8.50531782467449,TRUE,"2014-04-17 14:56:07",16,162,FALSE,4967941.45851614,-1185077.72490303,4968171.07147342,-1185163.79666138,"2014-04-17 14:56:07","2014-04-17 15:12:27",16.3333333333333,231.78079650963,150.659570874043,"B3",-1185163.79666138,-1.31459623159993
-8.50531794111685,TRUE,"2014-04-17 13:22:26",16,156,FALSE,4967940.24636058,-1185144.20861474,4967900.36987564,-1185132.76748105,"2014-04-17 13:22:26","2014-04-17 13:38:02",15.6,61.5741300392351,-77.6734735136358,"B3",-1185132.76748105,-1.31656456971881
-8.50531992018665,TRUE,"2014-04-16 15:11:52",12,132,FALSE,4967860.10414325,-1184999.81427203,4967617.54441764,-1185100.61093231,"2014-04-16 15:11:52","2014-04-16 15:27:19",15.45,276.470312187734,-159.720729136108,"B3",-1185100.61093231,-1.31862090191896
-8.50532462235906,TRUE,"2014-04-16 13:53:56",12,127,FALSE,4967968.301116,-1185144.90377972,4968144.82118871,-1185161.73747652,"2014-04-16 13:53:56","2014-04-16 14:09:22",15.4333333333333,178.035572686756,144.382690645603,"B3",-1185161.73747652,-1.31478631992468
-8.50532821147978,TRUE,"2014-04-14 14:05:02",5,59,FALSE,4967758.61381866,-1185068.37134513,4967765.1228681,-1185118.69490673,"2014-04-14 14:05:02","2014-04-14 14:21:27",16.4166666666667,39.1541453107422,-45.3860764350356,"B3",-1185118.69490673,-1.31754682610957
-8.50532967298449,TRUE,"2014-04-13 11:22:17",1,20,FALSE,4968468.74658613,-1184961.97004652,4969424.20108848,-1185309.19962518,"2014-04-13 11:22:17","2014-04-13 11:37:51",15.5666666666667,1015.51084861883,-119.726154530083,"B3",-1185309.19962518,-1.30548362921244
-8.50533252058128,TRUE,"2014-04-14 12:46:33",5,54,FALSE,4967473.67624312,-1184944.45552197,4967515.20336166,-1185090.63887122,"2014-04-14 12:46:33","2014-04-14 13:02:09",15.6,95.2336268657176,-158.199218509536,"B3",-1185090.63887122,-1.31936363487467
-8.50533387008328,TRUE,"2014-04-14 14:05:02",5,59,FALSE,4967758.61381866,-1185068.37134513,4967739.11884819,-1185116.50481948,"2014-04-14 14:05:02","2014-04-14 14:21:27",16.4166666666667,41.308766380919,-46.0445755021694,"B3",-1185116.50481948,-1.31773526216636
-8.50533402757636,TRUE,"2014-04-17 14:24:36",16,160,FALSE,4967923.32390616,-1184995.30866757,4967727.55787805,-1185115.20109273,"2014-04-17 14:24:36","2014-04-17 14:40:05",15.4833333333333,209.675472487966,78.9061076953985,"B3",-1185115.20109273,-1.3178193096123
-8.50533610457244,TRUE,"2014-04-16 12:51:54",12,123,FALSE,4967782.35378031,-1185093.34786656,4967787.77868133,-1185122.39773081,"2014-04-16 12:51:54","2014-04-16 13:07:25",15.5166666666667,28.7410151902892,42.6013911529155,"B3",-1185122.39773081,-1.31738117579951
-8.5053364335414,TRUE,"2014-04-14 15:23:38",5,64,FALSE,4967915.51595211,-1185165.44534993,4967915.18994138,-1185137.05528531,"2014-04-14 15:23:38","2014-04-14 15:39:13",15.5833333333333,6.99056979876731,105.196701187359,"B3",-1185137.05528531,-1.3164546770756
-8.50533772088087,TRUE,"2014-04-16 08:24:57",11,110,FALSE,4967952.94836481,-1185176.73021707,4967950.12521967,-1185141.24192394,"2014-04-16 08:24:57","2014-04-16 08:40:39",15.7,29.4974675229525,36.0324607445677,"B3",-1185141.24192394,-1.31620050158254
-8.50534179891661,TRUE,"2014-04-13 11:05:42",1,19,FALSE,4968449.66987863,-1184947.33479144,4968242.1208296,-1185175.30091028,"2014-04-13 11:05:42","2014-04-13 11:22:17",16.5833333333333,297.635120892432,179.869915999145,"B3",-1185175.30091028,-1.31407685679805
-8.50534311696642,TRUE,"2014-04-13 08:45:48",1,10,FALSE,4968360.36369905,-1185165.93627878,4968401.93766038,-1185193.81546653,"2014-04-13 08:45:48","2014-04-13 09:01:34",15.7666666666667,74.0772211179271,-145.488193704829,"B3",-1185193.81546653,-1.31291465995329
-8.50534510464564,TRUE,"2014-04-13 07:14:15",1,4,FALSE,4967716.34469445,-1185344.56822176,4967789.91183839,-1185123.902001,"2014-04-13 07:14:15","2014-04-13 07:29:18",15.05,141.783765011113,-80.6561395863284,"B3",-1185123.902001,-1.31736462787408
-8.50534563844491,TRUE,"2014-04-17 14:56:07",16,162,FALSE,4967941.45851614,-1185077.72490303,4967713.59016363,-1185115.22436914,"2014-04-17 14:56:07","2014-04-17 15:12:27",16.3333333333333,228.497593525975,78.4655858359005,"B3",-1185115.22436914,-1.31791953848426
-8.5053464858246,TRUE,"2014-04-14 14:05:02",5,59,FALSE,4967758.61381866,-1185068.37134513,4967816.01136361,-1185127.08836638,"2014-04-14 14:05:02","2014-04-14 14:21:27",16.4166666666667,74.1871902148466,-69.8011971776808,"B3",-1185127.08836638,-1.31717468729517
-8.5053486833803,TRUE,"2014-04-16 11:33:38",12,118,FALSE,4967591.43322579,-1185149.54799098,4967399.89644261,-1185079.67891362,"2014-04-16 11:33:38","2014-04-16 11:49:09",15.5166666666667,196.876855127463,-3.37503400341342,"B3",-1185079.67891362,-1.32020024871035
-8.505348991,TRUE,"2014-04-16 13:38:35",12,126,TRUE,4967944.40343642,-1185130.97137935,4967968.301116,-1185144.90377972,"2014-04-16 13:38:35","2014-04-16 13:53:56",15.35,27.662892364491,151.277524093778,"B3",-1185144.90377972,-1.31606703999999
-8.50535145180387,TRUE,"2014-04-14 15:07:57",5,63,FALSE,4967919.77290785,-1185095.53340869,4967977.40444629,-1185146.29220272,"2014-04-14 15:07:57","2014-04-14 15:23:38",15.6833333333333,60.7308592957876,-131.626037010823,"B3",-1185146.29220272,-1.31600056311159
